pokedex_number,name,generation,status,type_number,type_1,type_2,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
568,Trubbish,5,Normal,1,Poison,,329,50,50,62,40,62,65,190,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
569,Garbodor,5,Normal,1,Poison,,474,80,95,82,60,82,75,60,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
570,Zorua,5,Normal,1,Dark,,330,40,65,40,80,40,65,75,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
571,Zoroark,5,Normal,1,Dark,,510,60,105,60,120,60,105,45,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
572,Minccino,5,Normal,1,Normal,,300,55,50,40,40,40,75,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
573,Cinccino,5,Normal,1,Normal,,470,75,95,60,65,60,115,60,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
574,Gothita,5,Normal,1,Psychic,,290,45,30,50,55,65,45,200,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
575,Gothorita,5,Normal,1,Psychic,,390,60,45,70,75,85,55,100,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
576,Gothitelle,5,Normal,1,Psychic,,490,70,55,95,95,110,65,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
577,Solosis,5,Normal,1,Psychic,,290,45,30,40,105,50,20,200,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
578,Duosion,5,Normal,1,Psychic,,370,65,40,50,125,60,30,100,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
579,Reuniclus,5,Normal,1,Psychic,,490,110,65,75,125,85,30,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
580,Ducklett,5,Normal,2,Water,Flying,305,62,44,50,44,50,55,190,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
581,Swanna,5,Normal,2,Water,Flying,473,75,87,63,87,63,98,45,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
582,Vanillite,5,Normal,1,Ice,,305,36,50,50,65,60,44,255,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
583,Vanillish,5,Normal,1,Ice,,395,51,65,65,80,75,59,120,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
584,Vanilluxe,5,Normal,1,Ice,,535,71,95,85,110,95,79,45,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
585,Deerling,5,Normal,2,Normal,Grass,335,60,60,50,40,50,75,190,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
586,Sawsbuck,5,Normal,2,Normal,Grass,475,80,100,70,60,70,95,75,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
587,Emolga,5,Normal,2,Electric,Flying,428,55,75,60,75,60,103,200,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
588,Karrablast,5,Normal,1,Bug,,315,50,75,45,40,45,60,200,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
589,Escavalier,5,Normal,2,Bug,Steel,495,70,135,105,60,105,20,75,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
590,Foongus,5,Normal,2,Grass,Poison,294,69,55,45,55,55,15,190,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
591,Amoonguss,5,Normal,2,Grass,Poison,464,114,85,70,85,80,30,75,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
592,Frillish,5,Normal,2,Water,Ghost,335,55,40,50,65,85,40,190,0,0.5,0,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
593,Jellicent,5,Normal,2,Water,Ghost,480,100,60,70,85,105,60,60,0,0.5,0,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
594,Alomomola,5,Normal,1,Water,,470,165,75,80,40,45,65,75,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
595,Joltik,5,Normal,2,Bug,Electric,319,50,47,50,57,50,65,190,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
596,Galvantula,5,Normal,2,Bug,Electric,472,70,77,60,97,60,108,75,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
597,Ferroseed,5,Normal,2,Grass,Steel,305,44,50,91,24,86,10,255,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
598,Ferrothorn,5,Normal,2,Grass,Steel,489,74,94,131,54,116,20,90,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
599,Klink,5,Normal,1,Steel,,300,40,55,70,45,60,30,130,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
600,Klang,5,Normal,1,Steel,,440,60,80,95,70,85,50,60,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
601,Klinklang,5,Normal,1,Steel,,520,60,100,115,70,85,90,30,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
602,Tynamo,5,Normal,1,Electric,,275,35,55,40,45,40,60,190,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1
603,Eelektrik,5,Normal,1,Electric,,405,65,85,70,75,70,40,60,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1
604,Eelektross,5,Normal,1,Electric,,515,85,115,80,105,80,50,30,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1
605,Elgyem,5,Normal,1,Psychic,,335,55,55,55,85,55,30,255,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
606,Beheeyem,5,Normal,1,Psychic,,485,75,75,75,125,95,40,90,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
607,Litwick,5,Normal,2,Ghost,Fire,275,50,30,55,65,55,20,190,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
608,Lampent,5,Normal,2,Ghost,Fire,370,60,40,60,95,60,55,90,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
609,Chandelure,5,Normal,2,Ghost,Fire,520,60,55,90,145,90,80,45,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
610,Axew,5,Normal,1,Dragon,,320,46,87,60,30,40,57,75,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
611,Fraxure,5,Normal,1,Dragon,,410,66,117,70,40,50,67,60,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
612,Haxorus,5,Normal,1,Dragon,,540,76,147,90,60,70,97,45,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
613,Cubchoo,5,Normal,1,Ice,,305,55,70,40,60,40,40,120,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
614,Beartic,5,Normal,1,Ice,,505,95,130,80,70,80,50,60,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
615,Cryogonal,5,Normal,1,Ice,,515,80,50,50,95,135,105,25,1,2,1,1,1,0.5,2,1,0,1,1,1,2,1,1,1,2,1
616,Shelmet,5,Normal,1,Bug,,305,50,40,85,40,65,25,200,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
617,Accelgor,5,Normal,1,Bug,,495,80,70,40,100,60,145,75,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
618,Stunfisk,5,Normal,2,Ground,Electric,471,109,66,84,81,99,32,75,1,1,2,0,2,2,1,0.5,2,0.5,1,1,0.5,1,1,1,0.5,1
618,Galarian Stunfisk,8,Normal,2,Ground,Steel,471,109,81,99,66,84,32,,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
619,Mienfoo,5,Normal,1,Fighting,,350,45,85,50,55,50,65,180,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
620,Mienshao,5,Normal,1,Fighting,,510,65,125,60,95,60,105,45,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
621,Druddigon,5,Normal,1,Dragon,,485,77,120,90,60,90,48,45,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
622,Golett,5,Normal,2,Ground,Ghost,303,59,74,50,35,50,35,190,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
623,Golurk,5,Normal,2,Ground,Ghost,483,89,124,80,55,80,55,90,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
624,Pawniard,5,Normal,2,Dark,Steel,340,45,85,70,40,40,60,120,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1
625,Bisharp,5,Normal,2,Dark,Steel,490,65,125,100,60,70,70,45,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1
626,Bouffalant,5,Normal,1,Normal,,490,95,110,95,40,95,55,45,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
627,Rufflet,5,Normal,2,Normal,Flying,350,70,83,50,37,50,60,190,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
628,Braviary,5,Normal,2,Normal,Flying,510,100,123,75,57,75,80,60,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
629,Vullaby,5,Normal,2,Dark,Flying,370,70,55,75,45,65,60,190,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
630,Mandibuzz,5,Normal,2,Dark,Flying,510,110,65,105,55,95,80,60,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
631,Heatmor,5,Normal,1,Fire,,484,85,97,66,105,66,65,90,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
632,Durant,5,Normal,2,Bug,Steel,484,58,109,112,48,48,109,90,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
633,Deino,5,Normal,2,Dark,Dragon,300,52,65,50,45,50,38,45,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
634,Zweilous,5,Normal,2,Dark,Dragon,420,72,85,70,65,70,58,45,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
635,Hydreigon,5,Normal,2,Dark,Dragon,600,92,105,90,125,90,98,45,1,0.5,0.5,0.5,0.5,2,2,1,0,1,0,2,1,0.5,2,0.5,1,4
636,Larvesta,5,Normal,2,Bug,Fire,360,55,85,55,50,55,60,45,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
637,Volcarona,5,Normal,2,Bug,Fire,550,85,60,65,135,105,100,15,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
638,Cobalion,5,Sub Legendary,2,Steel,Fighting,580,91,90,129,90,72,108,3,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
639,Terrakion,5,Sub Legendary,2,Rock,Fighting,580,91,129,90,72,90,108,3,0.5,0.5,2,1,2,1,2,0.5,2,1,2,0.5,0.5,1,1,0.5,2,2
640,Virizion,5,Sub Legendary,2,Grass,Fighting,580,91,90,72,90,129,108,3,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
641,Tornadus Incarnate Forme,5,Sub Legendary,1,Flying,,580,79,115,70,125,80,111,3,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
641,Tornadus Therian Forme,5,Sub Legendary,1,Flying,,580,79,100,80,110,90,121,3,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
642,Thundurus Incarnate Forme,5,Sub Legendary,2,Electric,Flying,580,79,115,70,125,80,111,3,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
642,Thundurus Therian Forme,5,Sub Legendary,2,Electric,Flying,580,79,105,70,145,80,101,3,1,1,1,0,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
643,Reshiram,5,Legendary,2,Dragon,Fire,680,100,120,100,150,120,90,3,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1
644,Zekrom,5,Legendary,2,Dragon,Electric,680,100,150,120,120,100,90,3,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2
645,Landorus Incarnate Forme,5,Sub Legendary,2,Ground,Flying,600,89,125,90,115,80,101,3,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
645,Landorus Therian Forme,5,Sub Legendary,2,Ground,Flying,600,89,145,90,105,80,91,3,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
646,Kyurem,5,Legendary,2,Dragon,Ice,660,125,130,90,130,90,95,3,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2
646,Black Kyurem,5,Legendary,2,Dragon,Ice,700,125,170,100,120,90,95,3,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2
646,White Kyurem,5,Legendary,2,Dragon,Ice,700,125,120,90,170,100,95,3,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2
647,Keldeo Ordinary Forme,5,Mythical,2,Water,Fighting,580,91,72,90,129,90,108,3,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2
647,Keldeo Resolute Forme,5,Mythical,2,Water,Fighting,580,91,72,90,129,90,108,3,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2
648,Meloetta Aria Forme,5,Mythical,2,Normal,Psychic,600,100,77,77,128,128,90,3,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
648,Meloetta Pirouette Forme,5,Mythical,2,Normal,Fighting,600,100,128,90,77,77,128,3,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
649,Genesect,5,Mythical,2,Bug,Steel,600,71,120,95,120,95,99,3,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
650,Chespin,6,Normal,1,Grass,,313,56,61,65,48,45,38,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
651,Quilladin,6,Normal,1,Grass,,405,61,78,95,56,58,57,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
652,Chesnaught,6,Normal,2,Grass,Fighting,530,88,107,122,74,75,64,45,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
653,Fennekin,6,Normal,1,Fire,,307,40,45,40,62,60,60,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
654,Braixen,6,Normal,1,Fire,,409,59,59,58,90,70,73,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
655,Delphox,6,Normal,2,Fire,Psychic,534,75,69,72,114,100,104,45,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
656,Froakie,6,Normal,1,Water,,314,41,56,40,62,44,71,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
657,Frogadier,6,Normal,1,Water,,405,54,63,52,83,56,97,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
658,Greninja,6,Normal,2,Water,Dark,530,72,95,67,103,71,122,45,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
658,Ash-Greninja,6,Normal,2,Water,Dark,640,72,145,67,153,71,132,45,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
659,Bunnelby,6,Normal,1,Normal,,237,38,36,38,32,36,57,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
660,Diggersby,6,Normal,2,Normal,Ground,423,85,56,77,50,77,78,127,1,1,2,0,2,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1
661,Fletchling,6,Normal,2,Normal,Flying,278,45,50,43,40,38,62,255,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
662,Fletchinder,6,Normal,2,Fire,Flying,382,62,73,55,56,52,84,120,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
663,Talonflame,6,Normal,2,Fire,Flying,499,78,81,71,74,69,126,45,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
664,Scatterbug,6,Normal,1,Bug,,200,38,35,40,27,25,35,255,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
665,Spewpa,6,Normal,1,Bug,,213,45,22,60,27,30,29,120,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
666,Vivillon,6,Normal,2,Bug,Flying,411,80,52,50,90,50,89,45,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
667,Litleo,6,Normal,2,Fire,Normal,369,62,50,58,73,54,72,220,1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5
668,Pyroar,6,Normal,2,Fire,Normal,507,86,68,72,109,66,106,65,1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5
669,Flab??b??,6,Normal,1,Fairy,,303,44,38,39,61,79,42,225,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
670,Floette,6,Normal,1,Fairy,,371,54,45,47,75,98,52,120,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
671,Florges,6,Normal,1,Fairy,,552,78,65,68,112,154,75,45,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
672,Skiddo,6,Normal,1,Grass,,350,66,65,48,62,57,52,200,1,2,0.5,0.5,0,2,1,2,0.5,2,1,2,1,1,1,1,1,1
673,Gogoat,6,Normal,1,Grass,,531,123,100,62,97,81,68,45,1,2,0.5,0.5,0,2,1,2,0.5,2,1,2,1,1,1,1,1,1
674,Pancham,6,Normal,1,Fighting,,348,67,82,62,46,48,43,220,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
675,Pangoro,6,Normal,2,Fighting,Dark,495,95,124,78,69,71,58,65,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
676,Furfrou,6,Normal,1,Normal,,472,75,80,60,65,90,102,160,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
677,Espurr,6,Normal,1,Psychic,,355,62,48,54,63,60,68,190,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
678,Meowstic Male,6,Normal,1,Psychic,,466,74,48,76,83,81,104,75,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
678,Meowstic Female,6,Normal,1,Psychic,,466,74,48,76,83,81,104,75,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
679,Honedge,6,Normal,2,Steel,Ghost,325,45,80,100,35,37,28,180,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
680,Doublade,6,Normal,2,Steel,Ghost,448,59,110,150,45,49,35,90,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
681,Aegislash Blade Forme,6,Normal,2,Steel,Ghost,520,60,150,50,150,50,60,45,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
681,Aegislash Shield Forme,6,Normal,2,Steel,Ghost,520,60,50,150,50,150,60,45,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
682,Spritzee,6,Normal,1,Fairy,,341,78,52,60,63,65,23,200,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
683,Aromatisse,6,Normal,1,Fairy,,462,101,72,72,99,89,29,140,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
684,Swirlix,6,Normal,1,Fairy,,341,62,48,66,59,57,49,200,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
685,Slurpuff,6,Normal,1,Fairy,,480,82,80,86,85,75,72,140,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
686,Inkay,6,Normal,2,Dark,Psychic,288,53,54,53,37,46,45,190,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
687,Malamar,6,Normal,2,Dark,Psychic,482,86,92,88,68,75,73,80,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
688,Binacle,6,Normal,2,Rock,Water,306,42,52,67,39,56,50,120,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
689,Barbaracle,6,Normal,2,Rock,Water,500,72,105,115,54,86,68,45,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
690,Skrelp,6,Normal,2,Poison,Water,320,50,60,60,60,60,30,225,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
691,Dragalge,6,Normal,2,Poison,Dragon,494,65,75,90,97,123,44,55,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
692,Clauncher,6,Normal,1,Water,,330,50,53,62,58,63,44,225,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
693,Clawitzer,6,Normal,1,Water,,500,71,73,88,120,89,59,55,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
694,Helioptile,6,Normal,2,Electric,Normal,289,44,38,33,61,43,70,190,1,1.25,0,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
695,Heliolisk,6,Normal,2,Electric,Normal,481,62,55,52,109,94,109,75,1,1.25,0,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
696,Tyrunt,6,Normal,2,Rock,Dragon,362,58,89,77,45,45,48,45,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
697,Tyrantrum,6,Normal,2,Rock,Dragon,521,82,121,119,69,59,71,45,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
698,Amaura,6,Normal,2,Rock,Ice,362,77,59,50,67,63,46,45,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
699,Aurorus,6,Normal,2,Rock,Ice,521,123,77,72,99,92,58,45,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
700,Sylveon,6,Normal,1,Fairy,,525,95,65,65,110,130,60,45,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
701,Hawlucha,6,Normal,2,Fighting,Flying,500,78,92,75,74,63,118,100,1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2
702,Dedenne,6,Normal,2,Electric,Fairy,431,67,58,57,81,67,101,180,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
703,Carbink,6,Normal,2,Rock,Fairy,500,50,50,150,50,150,50,60,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
704,Goomy,6,Normal,1,Dragon,,300,45,50,35,55,75,40,45,1,0.5,0.5,0.5,0,2,1,1,1,1,1,1,1,1,2,1,1,2
705,Sliggoo,6,Normal,1,Dragon,,452,68,75,53,83,113,60,45,1,0.5,0.5,0.5,0,2,1,1,1,1,1,1,1,1,2,1,1,2
706,Goodra,6,Normal,1,Dragon,,600,90,100,70,110,150,80,45,1,0.5,0.5,0.5,0,2,1,1,1,1,1,1,1,1,2,1,1,2
707,Klefki,6,Normal,2,Steel,Fairy,470,57,80,91,80,87,75,75,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
708,Phantump,6,Normal,2,Ghost,Grass,309,43,70,48,50,60,38,120,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
709,Trevenant,6,Normal,2,Ghost,Grass,474,85,110,76,65,82,56,60,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
710,Pumpkaboo Average Size,6,Normal,2,Ghost,Grass,335,49,66,70,44,55,51,120,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
710,Pumpkaboo Small Size,6,Normal,2,Ghost,Grass,335,44,66,70,44,55,56,120,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
710,Pumpkaboo Large Size,6,Normal,2,Ghost,Grass,335,54,66,70,44,55,46,120,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
710,Pumpkaboo Super Size,6,Normal,2,Ghost,Grass,335,59,66,70,44,55,41,120,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
711,Gourgeist Average Size,6,Normal,2,Ghost,Grass,494,65,90,122,58,75,84,60,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
711,Gourgeist Small Size,6,Normal,2,Ghost,Grass,494,55,85,122,58,75,99,60,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
711,Gourgeist Large Size,6,Normal,2,Ghost,Grass,494,75,95,122,58,75,69,60,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
711,Gourgeist Super Size,6,Normal,2,Ghost,Grass,494,85,100,122,58,75,54,60,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
712,Bergmite,6,Normal,1,Ice,,304,55,69,85,32,35,28,190,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
713,Avalugg,6,Normal,1,Ice,,514,95,117,184,44,46,28,55,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
